"25/2007",Indisponível,Porto da Barra - SSA PB 100
"25/2007",Indisponível,Santa Maria - SSA SM 100
"26/2007",Própria,Farol da Barra - SSA FB 100
"26/2007",Própria,Farol da Barra - SSA FB 200
"26/2007",Própria,Porto da Barra - SSA PB 100
"26/2007",Própria,Santa Maria - SSA SM 100
"27/2007",Própria,Farol da Barra - SSA FB 100
"27/2007",Própria,Farol da Barra - SSA FB 200
"27/2007",Própria,Porto da Barra - SSA PB 100
"27/2007",Própria,Santa Maria - SSA SM 100
"28/2007",Própria,Farol da Barra - SSA FB 100
"28/2007",Própria,Farol da Barra - SSA FB 200
"28/2007",Própria,Porto da Barra - SSA PB 100
"28/2007",Própria,Santa Maria - SSA SM 100
"29/2007",Própria,Farol da Barra - SSA FB 100
"29/2007",Própria,Farol da Barra - SSA FB 200
"29/2007",Própria,Porto da Barra - SSA PB 100
"29/2007",Própria,Santa Maria - SSA SM 100
"30/2007",Indisponível,Farol da Barra - SSA FB 100
"30/2007",Indisponível,Farol da Barra - SSA FB 200
"30/2007",Indisponível,Porto da Barra - SSA PB 100
"30/2007",Indisponível,Santa Maria - SSA SM 100
"31/2007",Indisponível,Farol da Barra - SSA FB 100
"31/2007",Indisponível,Farol da Barra - SSA FB 200
"31/2007",Indisponível,Porto da Barra - SSA PB 100
"31/2007",Indisponível,Santa Maria - SSA SM 100
"32/2007",Indisponível,Farol da Barra - SSA FB 100
"32/2007",Indisponível,Farol da Barra - SSA FB 200
"32/2007",Indisponível,Porto da Barra - SSA PB 100
"32/2007",Indisponível,Santa Maria - SSA SM 100
"01/2008",Indisponível,Farol da Barra - SSA FB 100
"01/2008",Indisponível,Farol da Barra - SSA FB 200
"01/2008",Indisponível,Porto da Barra - SSA PB 100
"01/2008",Indisponível,Santa Maria - SSA SM 100
"02/2008",Indisponível,Farol da Barra - SSA FB 100
"02/2008",Indisponível,Farol da Barra - SSA FB 200
"02/2008",Indisponível,Porto da Barra - SSA PB 100
"02/2008",Indisponível,Santa Maria - SSA SM 100
"03/2008",Indisponível,Farol da Barra - SSA FB 100
"03/2008",Indisponível,Farol da Barra - SSA FB 200
"03/2008",Indisponível,Porto da Barra - SSA PB 100
"03/2008",Indisponível,Santa Maria - SSA SM 100
"04/2008",Indisponível,Farol da Barra - SSA FB 100
"04/2008",Indisponível,Farol da Barra - SSA FB 200
"04/2008",Indisponível,Porto da Barra - SSA PB 100
"04/2008",Indisponível,Santa Maria - SSA SM 100
"05/2008",Indisponível,Farol da Barra - SSA FB 100
"05/2008",Indisponível,Farol da Barra - SSA FB 200
"05/2008",Indisponível,Porto da Barra - SSA PB 100
"05/2008",Indisponível,Santa Maria - SSA SM 100
"06/2008",Indisponível,Farol da Barra - SSA FB 100
"06/2008",Indisponível,Farol da Barra - SSA FB 200
"06/2008",Indisponível,Porto da Barra - SSA PB 100
"06/2008",Indisponível,Santa Maria - SSA SM 100
"07/2008",Indisponível,Farol da Barra - SSA FB 100
"07/2008",Indisponível,Farol da Barra - SSA FB 200
"07/2008",Indisponível,Porto da Barra - SSA PB 100
"07/2008",Indisponível,Santa Maria - SSA SM 100
"08/2008",Indisponível,Farol da Barra - SSA FB 100
"08/2008",Indisponível,Farol da Barra - SSA FB 200
"08/2008",Indisponível,Porto da Barra - SSA PB 100
"08/2008",Indisponível,Santa Maria - SSA SM 100
"09/2008",Própria,Farol da Barra - SSA FB 100
"09/2008",Própria,Farol da Barra - SSA FB 200
"09/2008",Própria,Porto da Barra - SSA PB 100
"09/2008",Própria,Santa Maria - SSA SM 100
"10/2008",Indisponível,Farol da Barra - SSA FB 100
"10/2008",Indisponível,Farol da Barra - SSA FB 200
"10/2008",Indisponível,Porto da Barra - SSA PB 100
"10/2008",Indisponível,Santa Maria - SSA SM 100
"11/2008",Indisponível,Farol da Barra - SSA FB 100
"11/2008",Indisponível,Farol da Barra - SSA FB 200
"11/2008",Indisponível,Porto da Barra - SSA PB 100
"11/2008",Indisponível,Santa Maria - SSA SM 100
"12/2008",Indisponível,Farol da Barra - SSA FB 100
"12/2008",Indisponível,Farol da Barra - SSA FB 200
"12/2008",Indisponível,Porto da Barra - SSA PB 100
"12/2008",Indisponível,Santa Maria - SSA SM 100
"13/2008",Indisponível,Farol da Barra - SSA FB 100
"13/2008",Indisponível,Farol da Barra - SSA FB 200
"13/2008",Indisponível,Porto da Barra - SSA PB 100
"13/2008",Indisponível,Santa Maria - SSA SM 100
"14/2008",Indisponível,Farol da Barra - SSA FB 100
"14/2008",Indisponível,Farol da Barra - SSA FB 200
"14/2008",Indisponível,Porto da Barra - SSA PB 100
"14/2008",Indisponível,Santa Maria - SSA SM 100
"15/2008",Indisponível,Farol da Barra - SSA FB 100
"15/2008",Indisponível,Farol da Barra - SSA FB 200
"15/2008",Indisponível,Porto da Barra - SSA PB 100
"15/2008",Indisponível,Santa Maria - SSA SM 100
"16/2008",Indisponível,Farol da Barra - SSA FB 100
"16/2008",Indisponível,Farol da Barra - SSA FB 200
"16/2008",Indisponível,Porto da Barra - SSA PB 100
"16/2008",Indisponível,Santa Maria - SSA SM 100
"17/2008",Indisponível,Farol da Barra - SSA FB 100
"17/2008",Indisponível,Farol da Barra - SSA FB 200
"17/2008",Indisponível,Porto da Barra - SSA PB 100
"17/2008",Indisponível,Santa Maria - SSA SM 100
"18/2008",Indisponível,Farol da Barra - SSA FB 100
"18/2008",Indisponível,Farol da Barra - SSA FB 200
"18/2008",Indisponível,Porto da Barra - SSA PB 100
"18/2008",Indisponível,Santa Maria - SSA SM 100
"19/2008",Indisponível,Farol da Barra - SSA FB 100
"19/2008",Indisponível,Farol da Barra - SSA FB 200
"19/2008",Indisponível,Porto da Barra - SSA PB 100
"19/2008",Indisponível,Santa Maria - SSA SM 100
"20/2008",Própria,Farol da Barra - SSA FB 100
"20/2008",Própria,Farol da Barra - SSA FB 200
"20/2008",Própria,Porto da Barra - SSA PB 100
"20/2008",Própria,Santa Maria - SSA SM 100
"21/2008",Própria,Farol da Barra - SSA FB 100
"21/2008",Própria,Farol da Barra - SSA FB 200
"21/2008",Própria,Porto da Barra - SSA PB 100
"21/2008",Própria,Santa Maria - SSA SM 100
"22/2008",Própria,Farol da Barra - SSA FB 100
"22/2008",Própria,Farol da Barra - SSA FB 200
"22/2008",Própria,Porto da Barra - SSA PB 100
"22/2008",Própria,Santa Maria - SSA SM 100
"23/2008",Própria,Farol da Barra - SSA FB 100
"23/2008",Própria,Farol da Barra - SSA FB 200
"23/2008",Própria,Porto da Barra - SSA PB 100
"23/2008",Própria,Santa Maria - SSA SM 100
"24/2008",Própria,Farol da Barra - SSA FB 100
"24/2008",Própria,Farol da Barra - SSA FB 200
"24/2008",Própria,Porto da Barra - SSA PB 100
"24/2008",Própria,Santa Maria - SSA SM 100
"25/2008",Própria,Farol da Barra - SSA FB 100
"25/2008",Própria,Farol da Barra - SSA FB 200
"25/2008",Própria,Porto da Barra - SSA PB 100
"25/2008",Própria,Santa Maria - SSA SM 100
"26/2008",Própria,Farol da Barra - SSA FB 100
"26/2008",Própria,Farol da Barra - SSA FB 200
"26/2008",Própria,Porto da Barra - SSA PB 100
"26/2008",Própria,Santa Maria - SSA SM 100
"27/2008",Própria,Farol da Barra - SSA FB 100
"27/2008",Própria,Farol da Barra - SSA FB 200
"27/2008",Própria,Porto da Barra - SSA PB 100
"27/2008",Própria,Santa Maria - SSA SM 100
"28/2008",Própria,Farol da Barra - SSA FB 100
"28/2008",Própria,Farol da Barra - SSA FB 200
"28/2008",Própria,Porto da Barra - SSA PB 100
"28/2008",Própria,Santa Maria - SSA SM 100
"29/2008",Própria,Farol da Barra - SSA FB 100
"29/2008",Própria,Farol da Barra - SSA FB 200
"29/2008",Própria,Porto da Barra - SSA PB 100
"29/2008",Própria,Santa Maria - SSA SM 100
"30/2008",Indisponível,Farol da Barra - SSA FB 100
"30/2008",Indisponível,Farol da Barra - SSA FB 200
"30/2008",Indisponível,Porto da Barra - SSA PB 100
"30/2008",Indisponível,Santa Maria - SSA SM 100
"31/2008",Indisponível,Farol da Barra - SSA FB 100
"31/2008",Indisponível,Farol da Barra - SSA FB 200
"31/2008",Indisponível,Porto da Barra - SSA PB 100
"31/2008",Indisponível,Santa Maria - SSA SM 100
"32/2008",Indisponível,Farol da Barra - SSA FB 100
"32/2008",Indisponível,Farol da Barra - SSA FB 200
"32/2008",Indisponível,Porto da Barra - SSA PB 100
"32/2008",Indisponível,Santa Maria - SSA SM 100
"33/2008",Própria,Farol da Barra - SSA FB 100
"33/2008",Própria,Farol da Barra - SSA FB 200
"33/2008",Própria,Porto da Barra - SSA PB 100
"33/2008",Própria,Santa Maria - SSA SM 100
"34/2008",Própria,Farol da Barra - SSA FB 100
"34/2008",Própria,Farol da Barra - SSA FB 200
"34/2008",Própria,Porto da Barra - SSA PB 100
"34/2008",Própria,Santa Maria - SSA SM 100
"35/2008",Própria,Farol da Barra - SSA FB 100
"35/2008",Própria,Farol da Barra - SSA FB 200
"35/2008",Própria,Porto da Barra - SSA PB 100
"35/2008",Própria,Santa Maria - SSA SM 100
"36/2008",Indisponível,Farol da Barra - SSA FB 100
"36/2008",Indisponível,Farol da Barra - SSA FB 200
"36/2008",Indisponível,Porto da Barra - SSA PB 100
"36/2008",Indisponível,Santa Maria - SSA SM 100
"37/2008",Indisponível,Farol da Barra - SSA FB 100
"37/2008",Indisponível,Farol da Barra - SSA FB 200
"37/2008",Indisponível,Porto da Barra - SSA PB 100
"37/2008",Indisponível,Santa Maria - SSA SM 100
"01/2009",Indisponível,Farol da Barra - SSA FB 100
"01/2009",Indisponível,Farol da Barra - SSA FB 200
"01/2009",Indisponível,Porto da Barra - SSA PB 100
"01/2009",Indisponível,Santa Maria - SSA SM 100
"02/2009",Própria,Farol da Barra - SSA FB 100
"02/2009",Própria,Farol da Barra - SSA FB 200
"02/2009",Própria,Porto da Barra - SSA PB 100
"02/2009",Própria,Santa Maria - SSA SM 100
"03/2009",Própria,Farol da Barra - SSA FB 100
"03/2009",Própria,Farol da Barra - SSA FB 200
"03/2009",Própria,Porto da Barra - SSA PB 100
"03/2009",Própria,Santa Maria - SSA SM 100
"04/2009",Própria,Farol da Barra - SSA FB 100
"04/2009",Própria,Farol da Barra - SSA FB 200
"04/2009",Própria,Porto da Barra - SSA PB 100
"04/2009",Própria,Santa Maria - SSA SM 100
"05/2009",Própria,Farol da Barra - SSA FB 100
"05/2009",Própria,Farol da Barra - SSA FB 200
"05/2009",Própria,Porto da Barra - SSA PB 100
"05/2009",Própria,Santa Maria - SSA SM 100
"06/2009",Própria,Farol da Barra - SSA FB 100
"06/2009",Própria,Farol da Barra - SSA FB 200
"06/2009",Própria,Porto da Barra - SSA PB 100
"06/2009",Própria,Santa Maria - SSA SM 100
"07/2009",Indisponível,Farol da Barra - SSA FB 100
"07/2009",Indisponível,Farol da Barra - SSA FB 200
"07/2009",Indisponível,Porto da Barra - SSA PB 100
"07/2009",Indisponível,Santa Maria - SSA SM 100
"08/2009",Indisponível,Farol da Barra - SSA FB 100
"08/2009",Indisponível,Farol da Barra - SSA FB 200
"08/2009",Indisponível,Porto da Barra - SSA PB 100
"08/2009",Indisponível,Santa Maria - SSA SM 100
"09/2009",Indisponível,Farol da Barra - SSA FB 100
"09/2009",Indisponível,Farol da Barra - SSA FB 200
"09/2009",Indisponível,Porto da Barra - SSA PB 100
"09/2009",Indisponível,Santa Maria - SSA SM 100
"10/2009",Indisponível,Farol da Barra - SSA FB 100
"10/2009",Indisponível,Farol da Barra - SSA FB 200
"10/2009",Indisponível,Porto da Barra - SSA PB 100
"10/2009",Indisponível,Santa Maria - SSA SM 100
"11/2009",Indisponível,Farol da Barra - SSA FB 100
"11/2009",Indisponível,Farol da Barra - SSA FB 200
"11/2009",Indisponível,Porto da Barra - SSA PB 100
"11/2009",Indisponível,Santa Maria - SSA SM 100
"12/2009",Indisponível,Farol da Barra - SSA FB 100
"12/2009",Indisponível,Farol da Barra - SSA FB 200
"12/2009",Indisponível,Porto da Barra - SSA PB 100
"12/2009",Indisponível,Santa Maria - SSA SM 100
"13/2009",Indisponível,Farol da Barra - SSA FB 100
"13/2009",Indisponível,Farol da Barra - SSA FB 200
"13/2009",Indisponível,Porto da Barra - SSA PB 100
"13/2009",Indisponível,Santa Maria - SSA SM 100
"14/2009",Indisponível,Farol da Barra - SSA FB 100
"14/2009",Indisponível,Farol da Barra - SSA FB 200
"14/2009",Indisponível,Porto da Barra - SSA PB 100
"14/2009",Indisponível,Santa Maria - SSA SM 100
"15/2009",Indisponível,Farol da Barra - SSA FB 100
"15/2009",Indisponível,Farol da Barra - SSA FB 200
"15/2009",Indisponível,Porto da Barra - SSA PB 100
"15/2009",Indisponível,Santa Maria - SSA SM 100
"16/2009",Indisponível,Farol da Barra - SSA FB 100
"16/2009",Indisponível,Farol da Barra - SSA FB 200
"16/2009",Indisponível,Porto da Barra - SSA PB 100
"16/2009",Indisponível,Santa Maria - SSA SM 100
"17/2009",Indisponível,Farol da Barra - SSA FB 100
"17/2009",Indisponível,Farol da Barra - SSA FB 200
"17/2009",Indisponível,Porto da Barra - SSA PB 100
"17/2009",Indisponível,Santa Maria - SSA SM 100
"18/2009",Própria,Farol da Barra - SSA FB 100
"18/2009",Própria,Farol da Barra - SSA FB 200
"18/2009",Própria,Porto da Barra - SSA PB 100
"18/2009",Indisponível,Santa Maria - SSA SM 100
"19/2009",Própria,Farol da Barra - SSA FB 100
"19/2009",Própria,Farol da Barra - SSA FB 200
"19/2009",Própria,Porto da Barra - SSA PB 100
"19/2009",Própria,Santa Maria - SSA SM 100
"20/2009",Própria,Farol da Barra - SSA FB 100
"20/2009",Imprópria,Farol da Barra - SSA FB 200
"20/2009",Própria,Porto da Barra - SSA PB 100
"20/2009",Própria,Santa Maria - SSA SM 100
"21/2009",Própria,Farol da Barra - SSA FB 100
"21/2009",Própria,Farol da Barra - SSA FB 200
"21/2009",Própria,Porto da Barra - SSA PB 100
"21/2009",Própria,Santa Maria - SSA SM 100
"22/2009",Própria,Farol da Barra - SSA FB 100
"22/2009",Própria,Farol da Barra - SSA FB 200
"22/2009",Própria,Porto da Barra - SSA PB 100
"22/2009",Própria,Santa Maria - SSA SM 100
"23/2009",Própria,Farol da Barra - SSA FB 100
"23/2009",Própria,Farol da Barra - SSA FB 200
"23/2009",Própria,Porto da Barra - SSA PB 100
"23/2009",Própria,Santa Maria - SSA SM 100
"24/2009",Própria,Farol da Barra - SSA FB 100
"24/2009",Própria,Farol da Barra - SSA FB 200
"24/2009",Própria,Porto da Barra - SSA PB 100
"24/2009",Própria,Santa Maria - SSA SM 100
"25/2009",Própria,Farol da Barra - SSA FB 100
"25/2009",Própria,Farol da Barra - SSA FB 200
"25/2009",Própria,Porto da Barra - SSA PB 100
"25/2009",Própria,Santa Maria - SSA SM 100
"26/2009",Própria,Farol da Barra - SSA FB 100
"26/2009",Própria,Farol da Barra - SSA FB 200
"26/2009",Própria,Porto da Barra - SSA PB 100
"26/2009",Própria,Santa Maria - SSA SM 100
"27/2009",Própria,Farol da Barra - SSA FB 100
"27/2009",Própria,Farol da Barra - SSA FB 200
"27/2009",Própria,Porto da Barra - SSA PB 100
"27/2009",Própria,Santa Maria - SSA SM 100
"28/2009",Própria,Farol da Barra - SSA FB 100
"28/2009",Própria,Farol da Barra - SSA FB 200
"28/2009",Própria,Porto da Barra - SSA PB 100
"28/2009",Própria,Santa Maria - SSA SM 100
"29/2009",Própria,Farol da Barra - SSA FB 100
"29/2009",Própria,Farol da Barra - SSA FB 200
"29/2009",Própria,Porto da Barra - SSA PB 100
"29/2009",Própria,Santa Maria - SSA SM 100
"30/2009",Indisponível,Farol da Barra - SSA FB 100
"30/2009",Indisponível,Farol da Barra - SSA FB 200
"30/2009",Indisponível,Porto da Barra - SSA PB 100
"30/2009",Indisponível,Santa Maria - SSA SM 100
"01/2010",Indisponível,Farol da Barra - SSA FB 100
"01/2010",Indisponível,Farol da Barra - SSA FB 200
"01/2010",Indisponível,Porto da Barra - SSA PB 100
"01/2010",Indisponível,Santa Maria - SSA SM 100
"02/2010",Indisponível,Farol da Barra - SSA FB 100
"02/2010",Indisponível,Farol da Barra - SSA FB 200
"02/2010",Indisponível,Porto da Barra - SSA PB 100
"02/2010",Indisponível,Santa Maria - SSA SM 100
"03/2010",Indisponível,Farol da Barra - SSA FB 100
"03/2010",Indisponível,Farol da Barra - SSA FB 200
"03/2010",Indisponível,Porto da Barra - SSA PB 100
"03/2010",Indisponível,Santa Maria - SSA SM 100
"04/2010",Própria,Farol da Barra - SSA FB 100
"04/2010",Própria,Farol da Barra - SSA FB 200
"04/2010",Própria,Porto da Barra - SSA PB 100
"04/2010",Própria,Santa Maria - SSA SM 100
"05/2010",Própria,Farol da Barra - SSA FB 100
"05/2010",Própria,Farol da Barra - SSA FB 200
"05/2010",Própria,Porto da Barra - SSA PB 100
"05/2010",Própria,Santa Maria - SSA SM 100
"06/2010",Própria,Farol da Barra - SSA FB 100
"06/2010",Própria,Farol da Barra - SSA FB 200
"06/2010",Própria,Porto da Barra - SSA PB 100
"06/2010",Própria,Santa Maria - SSA SM 100
"07/2010",Indisponível,Farol da Barra - SSA FB 100
"07/2010",Indisponível,Farol da Barra - SSA FB 200
"07/2010",Indisponível,Porto da Barra - SSA PB 100
"07/2010",Indisponível,Santa Maria - SSA SM 100
"08/2010",Indisponível,Farol da Barra - SSA FB 100
"08/2010",Indisponível,Farol da Barra - SSA FB 200
"08/2010",Indisponível,Porto da Barra - SSA PB 100
"08/2010",Indisponível,Santa Maria - SSA SM 100
"09/2010",Indisponível,Farol da Barra - SSA FB 100
"09/2010",Indisponível,Farol da Barra - SSA FB 200
"09/2010",Indisponível,Porto da Barra - SSA PB 100
"09/2010",Indisponível,Santa Maria - SSA SM 100
"10/2010",Indisponível,Farol da Barra - SSA FB 100
"10/2010",Indisponível,Farol da Barra - SSA FB 200
"10/2010",Indisponível,Porto da Barra - SSA PB 100
"10/2010",Indisponível,Santa Maria - SSA SM 100
"11/2010",Indisponível,Farol da Barra - SSA FB 100
"11/2010",Indisponível,Farol da Barra - SSA FB 200
"11/2010",Indisponível,Porto da Barra - SSA PB 100
"11/2010",Indisponível,Santa Maria - SSA SM 100
"12/2010",Indisponível,Farol da Barra - SSA FB 100
"12/2010",Indisponível,Farol da Barra - SSA FB 200
"12/2010",Indisponível,Porto da Barra - SSA PB 100
"12/2010",Indisponível,Santa Maria - SSA SM 100
"13/2010",Indisponível,Farol da Barra - SSA FB 100
"13/2010",Indisponível,Farol da Barra - SSA FB 200
"13/2010",Indisponível,Porto da Barra - SSA PB 100
"13/2010",Indisponível,Santa Maria - SSA SM 100
"14/2010",Indisponível,Farol da Barra - SSA FB 100
"14/2010",Indisponível,Farol da Barra - SSA FB 200
"14/2010",Indisponível,Porto da Barra - SSA PB 100
"14/2010",Indisponível,Santa Maria - SSA SM 100
"15/2010",Indisponível,Farol da Barra - SSA FB 100
"15/2010",Indisponível,Farol da Barra - SSA FB 200
"15/2010",Indisponível,Porto da Barra - SSA PB 100
"15/2010",Indisponível,Santa Maria - SSA SM 100
"16/2010",Indisponível,Farol da Barra - SSA FB 100
"16/2010",Indisponível,Farol da Barra - SSA FB 200
"16/2010",Indisponível,Porto da Barra - SSA PB 100
"16/2010",Indisponível,Santa Maria - SSA SM 100
"17/2010",Indisponível,Farol da Barra - SSA FB 100
"17/2010",Indisponível,Farol da Barra - SSA FB 200
"17/2010",Indisponível,Porto da Barra - SSA PB 100
"17/2010",Indisponível,Santa Maria - SSA SM 100
"18/2010",Indisponível,Farol da Barra - SSA FB 100
"18/2010",Indisponível,Farol da Barra - SSA FB 200
"18/2010",Indisponível,Porto da Barra - SSA PB 100
"18/2010",Indisponível,Santa Maria - SSA SM 100
"19/2010",Indisponível,Farol da Barra - SSA FB 100
"19/2010",Indisponível,Farol da Barra - SSA FB 200
"19/2010",Indisponível,Porto da Barra - SSA PB 100
"19/2010",Indisponível,Santa Maria - SSA SM 100
"20/2010",Indisponível,Farol da Barra - SSA FB 100
"20/2010",Indisponível,Farol da Barra - SSA FB 200
"20/2010",Indisponível,Porto da Barra - SSA PB 100
"20/2010",Indisponível,Santa Maria - SSA SM 100
"21/2010",Indisponível,Farol da Barra - SSA FB 100
"21/2010",Indisponível,Farol da Barra - SSA FB 200
"21/2010",Indisponível,Porto da Barra - SSA PB 100
"21/2010",Indisponível,Santa Maria - SSA SM 100
"22/2010",Indisponível,Farol da Barra - SSA FB 100
"22/2010",Indisponível,Farol da Barra - SSA FB 200
"22/2010",Indisponível,Porto da Barra - SSA PB 100
"22/2010",Indisponível,Santa Maria - SSA SM 100
"23/2010",Própria,Farol da Barra - SSA FB 100
"23/2010",Própria,Farol da Barra - SSA FB 200
"23/2010",Própria,Porto da Barra - SSA PB 100
"23/2010",Própria,Santa Maria - SSA SM 100
"24/2010",Imprópria,Farol da Barra - SSA FB 100
"24/2010",Própria,Farol da Barra - SSA FB 200
"24/2010",Própria,Porto da Barra - SSA PB 100
"24/2010",Própria,Santa Maria - SSA SM 100
"25/2010",Imprópria,Farol da Barra - SSA FB 100
"25/2010",Própria,Farol da Barra - SSA FB 200
"25/2010",Própria,Porto da Barra - SSA PB 100
"25/2010",Própria,Santa Maria - SSA SM 100
"26/2010",Própria,Farol da Barra - SSA FB 100
"26/2010",Própria,Farol da Barra - SSA FB 200
"26/2010",Própria,Porto da Barra - SSA PB 100
"26/2010",Própria,Santa Maria - SSA SM 100
"27/2010",Própria,Farol da Barra - SSA FB 100
"27/2010",Própria,Farol da Barra - SSA FB 200
"27/2010",Própria,Porto da Barra - SSA PB 100
"27/2010",Própria,Santa Maria - SSA SM 100
"28/2010",Própria,Farol da Barra - SSA FB 100
"28/2010",Própria,Farol da Barra - SSA FB 200
"28/2010",Própria,Porto da Barra - SSA PB 100
"28/2010",Própria,Santa Maria - SSA SM 100
"29/2010",Própria,Farol da Barra - SSA FB 100
"29/2010",Própria,Farol da Barra - SSA FB 200
"29/2010",Própria,Porto da Barra - SSA PB 100
"29/2010",Própria,Santa Maria - SSA SM 100
"30/2010",Própria,Farol da Barra - SSA FB 100
"30/2010",Própria,Farol da Barra - SSA FB 200
"30/2010",Própria,Porto da Barra - SSA PB 100
"30/2010",Própria,Santa Maria - SSA SM 100
"31/2010",Indisponível,Farol da Barra - SSA FB 100
"31/2010",Indisponível,Farol da Barra - SSA FB 200
